BP,Lake_Gölhisar ,z_score,,BP,Sofular_cave ,z_score,,BP,Eski_Acıgöl,z_score,,BP,Dim_cave,z_score,,BP,Karaca_cave,z_score,,BP,Lake_Van,z_score,,BP,Jeita_cave,z_score,,BP,Lake_Hula,z_score,,BP,Jerusalem_West_cave,z_score,,BP,Soreq_cave,z_score,,BP,KunaBa_cave,z_score,,BP,Lake_Zeribar,z_score,,BP,Lake_Mirabad,z_score,,BP,Gol_e_Zard_cave,z_score,,BP,Hoti_cave,z_score,,BP,Qunf_cave,z_score
6834,-5.43,-0.1849363384,,2556,-7.95,0.9804341254,,6075,0.23,0.3555990313,,10963,-5.776,0.3611781432,,11873,-11.9493,-0.3974319839,,8288,0.1,-0.7414802334,,3001,-5.45,0.0769458493,,,,,,,,,,4530,-5.58,0.2023311141,,2262,-6.31,1.2193422364,,,,,,,,,,4290,-8,-0.16693616,,6319,-5.68,-1.5816603485,,2993,-1.13,0.7907480838
6896,-3.7,0.8545794698,,2562,-8.1,0.865667713,,6258,-0.06,0.201939759,,10984,-5.553,0.8868593627,,12101,-11.9853,-0.4466336675,,8400,0.23,-0.6103443235,,3012,-5.43,0.1163794688,,,,,,,,,,4560,-5.78,-0.2461861339,,2265,-6.28,1.3073867516,,,,,,,,,,4300,-7.99,-0.1404817959,,6325,-5.55,-1.3269139696,,3000,-1.2,0.6367106751
6958,-2.5,1.5756308974,,2567,-8.02,0.9268764663,,6441,-0.44,0.0005931264,,11031,-5.733,0.4625426833,,12214,-11.7977,-0.1902382271,,8568,0.2,-0.6406064566,,3022,-5.38,0.2149635174,,,,,,,,,,4590,-5.84,-0.3807413084,,2268,-6.24,1.4247794386,,,,,,,,,,4310,-7.94,-0.0082099751,,6330,-5.43,-1.091763466,,3006,-1.15,0.7467373956
7021,-3.93,0.7163779462,,2573,-8.1,0.865667713,,6486,-0.49,-0.0258998516,,11060,-5.755,0.4106817558,,12328,-12.3841,-0.9916789855,,8624,0.07,-0.7717423665,,3033,-5.4,0.175529898,,,,,,,,,,4620,-5.98,-0.694703382,,2271,-6.21,1.5128239538,,,,,,,,,,4320,-8.01,-0.1933905242,,6336,-5.56,-1.3465098449,,3012,-1.01,1.0548122129
7083,-4.93,0.1155017565,,2579,-8.17,0.8121100539,,6578,-0.95,-0.269635249,,11089,-6.024,-0.2234359484,,12442,-13.0628,-1.919267394,,8736,0.33,-0.5094705466,,3044,-5.41,0.1558130882,,,,,,,,,,4650,-6.12,-1.0086654556,,2274,-6.19,1.5715202972,,,,,,,,,,4330,-7.65,0.7589665855,,6342,-5.57,-1.3661057202,,3021,-1,1.076817557
7145,-5.3,-0.1068224337,,2584,-8.16,0.8197611481,,6704,-1.28,-0.4444889037,,11117,-5.923,0.014652855,,12556,-13.2266,-2.1431350547,,8848,0.57,-0.2673734821,,3054,-5.45,0.0769458493,,,,,,,,,,4700,-6,-0.7395551068,,2277,-6.21,1.5128239538,,,,,,,,,,4340,-8.13,-0.5108428941,,6348,-5.53,-1.287722219,,3027,-0.96,1.1648389334
7207,-4.83,0.1755893754,,2590,-8.18,0.8044589597,,6795,-1.74,-0.6882243011,,11146,-5.9,0.0688710974,,12783,-12.5111,-1.1652515918,,8960,0.87,0.0352478485,,3065,-5.42,0.1360962785,,,,,,,,,,4740,-6.04,-0.8292585564,,2280,-6.23,1.4541276103,,,,,,,,,,4350,-8.24,-0.8018408998,,6354,-4.89,-0.0335861997,,3033,-0.88,1.3408816861
7375,-4.57,0.3318171848,,2596,-7.99,0.9498297488,,6833,-2.02,-0.8365849778,,11174,-5.827,0.240955084,,12921,-12.6748,-1.3889825812,,9072,0.53,-0.3077229929,,3076,-5.43,0.1163794688,,,,,,,,,,4775,-6.02,-0.7844068316,,2283,-6.23,1.4541276103,,,,,,,,,,4360,-8.27,-0.8812039923,,6360,-4.7,0.338735431,,3041,-0.59,1.9790366648
7501,-3.83,0.7764655651,,2601,-8,0.9421786546,,6846,-1.79,-0.7147172791,,11203,-6.149,-0.5181003091,,13105,-12.5448,-1.2113098346,,9296,0.33,-0.5094705466,,3086,-5.3,0.3726979952,,,,,,,,,,4800,-5.81,-0.3134637211,,2286,-6.22,1.483475782,,,,,,,,,,4370,-7.99,-0.1404817959,,6366,-5.13,-0.5038872069,,3046,-1.03,1.0108015247
7668,-2.97,1.2932190883,,2607,-8.17,0.8121100539,,6949,-2.05,-0.8524807646,,11230,-5.84,0.2103099905,,13283,-12.5826,-1.2629716024,,9408,0.67,-0.1664997053,,3097,-5.38,0.2149635174,,,,,,,,,,4810,-5.8,-0.2910378587,,2289,-6.25,1.3954312668,,,,,,,,,,4380,-8.03,-0.2462992525,,6372,-5.41,-1.0525717154,,3055,-0.76,1.6049458152
7836,-4.03,0.6562903272,,2613,-8.06,0.8962720896,,7041,-1.6,-0.6140439628,,11256,-6.053,-0.2917980801,,13640,-12.9535,-1.7698856156,,9856,1.27,0.438742956,,3108,-5.32,0.3332643758,,,,,,,,,,4830,-5.88,-0.470444758,,2292,-6.32,1.1899940647,,,,,,,,,,4390,-7.88,0.1505162099,,6378,-5.45,-1.1309552166,,3061,-0.72,1.6929671916
8004,-5.23,-0.0647611004,,2618,-8.15,0.8274122422,,7132,-1.62,-0.624641154,,11283,-5.995,-0.1550738167,,13818,-12.2982,-0.8742783014,,9968,1.5,0.6707526428,,3122,-5.2,0.5698660925,,,,,,,,,,4840,-5.74,-0.1564826843,,2295,-6.35,1.1019495495,,,,,,,,,,4400,-7.93,0.0182443891,,6383,-5.5,-1.2289345931,,3072,-1.04,0.9887961806
8172,-6.1,-0.5875233855,,2624,-8.11,0.8580166189,,7178,-0.94,-0.2643366534,,11309,-5.835,0.222096565,,13997,-12.2525,-0.8118194974,,10080,1.3,0.469005089,,3136,-5.26,0.4515652341,,,,,,,,,,4850,-5.9,-0.5152964828,,2298,-6.3,1.2486904081,,,,,,,,,,4410,-7.85,0.2298793023,,6389,-5.5,-1.2289345931,,3079,-0.99,1.0988229011
8340,-6.03,-0.5454620522,,2629,-8.1,0.865667713,,7224,-1.01,-0.3014268226,,11336,-5.989,-0.1409299274,,14353,-12.2614,-0.823983247,,10192,0.9,0.0655099815,,3150,-5.39,0.1952467077,,,,,,,,,,4870,-5.89,-0.4928706204,,2301,-6.25,1.3954312668,,,,,,,,,,4420,-7.7,0.6266947647,,6395,-5.31,-0.8566129624,,3083,-0.79,1.5389297829
8507,-5.23,-0.0647611004,,2635,-8.2,0.7891567714,,7715,-0.93,-0.2590380578,,11362,-5.911,0.0429406337,,14532,-12.5826,,,10304,0.9,0.0655099815,,3164,-5.32,0.3332643758,,,,,,,,,,4880,-5.87,-0.4480188956,,2304,-6.25,1.3954312668,,,,,,,,,,4430,-7.52,1.1028733195,,6401,-5.24,-0.7194418353,,3089,-0.98,1.1208282452
8675,-4.27,0.5120800417,,2641,-8.12,0.8503655247,,7806,-0.96,-0.2749338446,,11389,-5.739,0.448398794,,,,,,10416,0.9,0.0655099815,,3179,-5.42,0.1360962785,,,,,,,,,,4890,-5.83,-0.358315446,,2307,-6.3,1.2486904081,,,,,,,,,,4440,-7.58,0.9441471346,,6407,-4.88,-0.0139903244,,3095,-0.75,1.6269511593
8808,-3.87,0.7524305175,,2646,-8.01,0.9345275604,,7875,-0.79,-0.1848577195,,11415,-5.846,0.1961661012,,,,,,10528,1.17,0.3378691791,,3193,-5.43,0.1163794688,,,,,,,,,,4900,-5.5,0.3817380134,,2310,-6.32,1.1899940647,,,,,,,,,,4450,-7.62,0.838329678,,6413,-5.19,-0.6214624587,,3101,-1,1.076817557
8881,-4.87,0.1515543278,,2652,-8.06,0.8962720896,,8058,-1.14,-0.3703085654,,11441,-5.365,1.3300345612,,,,,,10752,1,0.1663837584,,3207,-5.48,0.0177954202,,,,,,,,,,4910,-5.19,1.0769397478,,2313,-6.31,1.2193422364,,,,,,,,,,4460,-7.46,1.2615995045,,6419,-5.62,-1.4640850967,,3105,-1.05,0.9667908365
8955,-6.03,-0.5454620522,,2658,-8.01,0.9345275604,,8286,-1.52,-0.571655198,,11514,-4.893,2.4426871872,,,,,,10976,0.7,-0.1362375722,,3221,-5.5,-0.0216381993,,,,,,,,,,4925,-5.25,0.9423845734,,2316,-6.27,1.3367349234,,,,,,,,,,4470,-7.22,1.8965042443,,6428,-4.75,0.2407560545,,3112,-0.95,1.1868442774
9029,-6.57,-0.8699351946,,2663,-8.25,0.7509013006,,8532,-1.7,-0.6670299187,,11587,-5.04,2.096161899,,,,,,11144,0.5,-0.337985126,,3236,-5.46,0.0572290396,,,,,,,,,,4940,-5.36,0.695700087,,2319,-6.21,1.5128239538,,,,,,,,,,4480,-7.04,2.3726827991,,6438,-5.08,-0.4059078304,,3116,-0.63,1.8910152884
9139,-6.67,-0.9300228136,,2669,-8.13,0.8427144305,,8715,-1.54,-0.5822523892,,11660,-5.116,1.9170059677,,,,,,11312,0.5,-0.337985126,,3250,-5.45,0.0769458493,,,,,,,,,,4955,-5.35,0.7181259494,,2322,-6.15,1.6889129842,,,,,,,,,,4490,-7.38,1.4732344178,,6447,-4.87,0.0056055509,,3122,-0.83,1.4509084066
9213,-6.73,-0.966075385,,2675,-8.14,0.8350633364,,8898,-1.35,-0.4815790729,,11733,-5.308,1.4644015097,,,,,,11424,1.27,0.438742956,,3264,-5.3,0.3726979952,,,,,,,,,,4970,-5.77,-0.2237602715,,2325,-6.14,1.7182611559,,,,,,,,,,4500,-7.78,0.4150598514,,6457,-5.15,-0.5430789575,,3124,-1.29,0.4386625783
9287,-6.97,-1.1102856705,,2680,-8.11,0.8580166189,,8932,-1.39,-0.5027734553,,11806,-5.613,0.7454204696,,,,,,11648,2.87,2.0527233859,,3278,-5.37,0.2346803271,,,,,,,,,,4985,-5.5,0.3817380134,,2328,-6.16,1.6595648124,,,,,,,,,,4510,-7.6,0.8912384063,,6466,-4.57,0.5934818099,,3127,-0.98,1.1208282452
9361,-7.2,-1.2484871942,,2686,-8.04,0.911574278,,8944,-1.67,-0.6511341319,,11879,-5.4,1.2475285402,,,,,,11872,3.9,3.0917232877,,3293,-5.5,-0.0216381993,,,,,,,,,,5000,-5.5,0.3817380134,,2331,-6.15,1.6889129842,,,,,,,,,,4520,-8.04,-0.2727536167,,6476,-4.84,0.0643931768,,3128,-0.96,1.1648389334
9434,-7.6,-1.48883767,,2692,-8.05,0.9039231838,,9309,-1.91,-0.7783004263,,11952,-5.115,1.9193632826,,,,,,12096,4.4,3.596092172,,3307,-5.55,-0.1202222479,,,,,,,,,,5015,-5.54,0.2920345637,,2334,-6.11,1.8063056711,,,,,,,,,,4530,-7.72,0.5737860364,,6485,-4.69,0.3583313063,,3135,-1.17,0.7027267074
9508,-7.6,-1.48883767,,2697,-7.93,0.9957363137,,9401,-2.08,-0.8683765514,,12025,-5.358,1.3465357654,,,,,,12320,3.6,2.7891019571,,3321,-5.56,-0.1399390576,,,,,,,,,,5045,-5.87,-0.4480188956,,2337,-6.11,1.8063056711,,,,,,,,,,4540,-8.14,-0.5372972582,,6495,-4.95,-0.1511614515,,3142,-1.16,0.7247320515
9582,-7.13,-1.2064258609,,2703,-7.91,1.011038502,,9584,-2.06,-0.8577793602,,12098,-5.239,1.6270562368,,,,,,12544,3.43,2.6176165364,,3335,-5.67,-0.3568239646,,,,,,,,,,5060,-5.96,-0.6498516572,,2340,-6.15,1.6889129842,,,,,,,,,,4550,-7.95,-0.0346643392,,6504,-4.74,0.2603519298,,3147,-1.1,0.8567641161
9656,-6.43,-0.7858125281,,2709,-8.05,0.9039231838,,9774,-2.1,-0.8789737426,,12171,-5.338,1.3936820631,,,,,,12768,2.9,2.082985519,,3349,-5.52,-0.0610718187,,,,,,,,,,5078,-5.6,0.1574793893,,2343,-6.21,1.5128239538,,,,,,,,,,4560,-8.05,-0.2992079808,,6514,-4.75,0.2407560545,,3153,-1,1.076817557
9729,-6.07,-0.5694970998,,2714,-7.97,0.9651319371,,9957,-2.21,-0.9372582941,,12244,-5.555,0.8821447329,,,,,,12992,2.63,1.8106263214,,3364,-5.41,0.1558130882,,,,,,,,,,5096,-5.59,0.1799052517,,2346,-6.27,1.3367349234,,,,,,,,,,4570,-8.12,-0.4843885299,,6523,-5.13,-0.5038872069,,3157,-1.18,0.6807213633
9803,-6.33,-0.7257249091,,2720,-7.83,1.0722472553,,10104,-2.11,-0.8842723382,,12316,-5.619,0.7312765803,,,,,,13216,2.23,1.4071312139,,3382,-5.37,0.2346803271,,,,,,,,,,5114,-5.84,-0.3807413084,,2349,-6.33,1.1606458929,,,,,,,,,,4580,-8.32,-1.0134758131,,6533,-4.94,-0.1315655762,,3159,-0.99,1.0988229011
9858,-6.5,-0.8278738614,,2726,-8.04,0.911574278,,10286,-2.01,-0.8312863822,,12389,-5.203,1.7119195727,,,,,,13440,1.77,0.9431118403,,3400,-5.43,0.1163794688,,,,,,,,,,5150,-5.22,1.0096621606,,2352,-6.38,1.0139050343,,,,,,,,,,4590,-7.94,-0.0082099751,,6542,-5.29,-0.8174212118,,3163,-1.1,0.8567641161
10080,-6.73,-0.966075385,,2731,-8.07,0.8886209955,,10481,-2.15,-0.9054667206,,12511,-5.189,1.7449219811,,,,,,13664,1.2,0.3681313121,,3418,-5.38,0.2149635174,,,,,,,,,,5168,-5.22,1.0096621606,,2355,-6.42,0.8965123473,,,,,,,,,,4600,-7.93,0.0182443891,,6551,-4.77,0.2015643039,,3167,-0.9,1.2968709979
10153,-7.07,-1.1703732895,,2737,-8.01,0.9345275604,,10652,-2.42,-1.0485288017,,12657,-5.593,0.7925667673,,,,,,13888,0.37,-0.4691210359,,3436,-5.4,0.175529898,,,,,,,,,,5186,-4.53,2.5570466664,,2358,-6.38,1.0139050343,,,,,,,,,,4610,-8.12,-0.4843885299,,6561,-4.59,0.5542900593,,3169,-0.98,1.1208282452
10209,-7.17,-1.2304609085,,2742,-8.09,0.8733188072,,10835,-2.57,-1.1280077356,,12803,-5.243,1.6176269773,,,,,,14112,0.3,-0.5397326797,,3454,-5.35,0.2741139466,,,,,,,,,,5206,-5.08,1.3236242343,,2361,-6.39,0.9845568625,,,,,,,,,,4620,-8.25,-0.828295264,,6570,-5.18,-0.6018665834,,3176,-1.08,0.9007748042
10301,-7.17,-1.2304609085,,2748,-8.02,0.9268764663,,11014,-2.41,-1.0432302061,,12948,-5.783,0.344676939,,,,,,14336,0.87,0.0352478485,,3472,-5.38,0.2149635174,,,,,,,,,,5226,-6.1,-0.9638137308,,2364,-6.46,0.7791196604,,,,,,,,,,4630,-8.22,-0.7489321715,,6580,-4.99,-0.2295449527,,3182,-1.1,0.8567641161
10356,-6.9,-1.0682243372,,2754,-7.99,0.9498297488,,11049,-2.43,-1.0538273972,,13094,-5.577,0.8302838055,,,,,,14560,1.37,,,3490,-5.31,0.3529811855,,,,,,,,,,5246,-6.04,-0.8292585564,,2367,-6.47,0.7497714887,,,,,,,,,,4640,-7.52,1.1028733195,,6589,-5.02,-0.2883325786,,3189,-1.13,0.7907480838
10504,-7.13,-1.2064258609,,2759,-7.97,0.9651319371,,11109,-2.49,-1.0856189708,,,,,,,,,,,,,,3508,-5.33,0.313547566,,,,,,,,,,5266,-5.52,0.3368862885,,2370,-6.43,0.8671641756,,,,,,,,,,4650,-7.34,1.5790518744,,6599,-4.9,-0.053182075,,3194,-1.22,0.5926999869
10559,-7.23,-1.2665134798,,2765,-7.96,0.9727830312,,11298,-2.43,-1.0538273972,,,,,,,,,,,,,,3526,-5.36,0.2543971369,,,,,,,,,,5286,-5.68,-0.0219275099,,2373,-6.33,1.1606458929,,,,,,,,,,4660,-7.87,0.176970574,,6608,-5.01,-0.2687367033,,3200,-1.28,0.4606679224
,,,,2771,-8.05,0.9039231838,,11401,-2.5,-1.0909175664,,,,,,,,,,,,,,3545,-5.29,0.3924148049,,,,,,,,,,5306,-5.33,0.7629776742,,2376,-6.32,1.1899940647,,,,,,,,,,4670,-8.17,-0.6166603507,,6618,-5,-0.249140828,,3206,-1.1,0.8567641161
,,,,2776,-8.09,0.8733188072,,11504,-2.81,-1.2551740299,,,,,,,,,,,,,,3563,-5.31,0.3529811855,,,,,,,,,,5326,-5.29,0.8526811238,,2379,-6.34,1.1312977212,,,,,,,,,,4680,-7.89,0.1240618457,,6627,-5.04,-0.3275243292,,3213,-1.06,0.9447854924
,,,,2782,-8.1,0.865667713,,11606,-3.07,-1.3929375154,,,,,,,,,,,,,,3581,-5.55,-0.1202222479,,,,,,,,,,5346,-5.36,0.695700087,,2382,-6.31,1.2193422364,,,,,,,,,,4690,-7.75,0.4944229439,,6637,-5.09,-0.4255037057,,3220,-1.24,0.5486892988
,,,,2790,-8.1,0.865667713,,11709,-3.28,-1.5042080229,,,,,,,,,,,,,,3599,-5.48,0.0177954202,,,,,,,,,,5366,-5.57,0.2247569765,,2385,-6.3,1.2486904081,,,,,,,,,,4700,-8.3,-0.9605670848,,6646,-4.92,-0.0923738256,,3233,-1.32,0.372646546
,,,,2798,-8.17,0.8121100539,,11757,-2.93,-1.3187571771,,,,,,,,,,,,,,3617,-5.34,0.2938307563,,,,,,,,,,5390,-5.7,-0.0667792347,,2388,-6.29,1.2780385799,,,,,,,,,,4710,-8.44,-1.330928183,,6656,-5.01,-0.2687367033,,3240,-1.19,0.6587160192
,,,,2806,-8.05,0.9039231838,,11801,-2.9,-1.3028613903,,,,,,,,,,,,,,3635,-5.39,0.1952467077,,,,,,,,,,5436,-5.88,-0.470444758,,2391,-6.27,1.3367349234,,,,,,,,,,4720,-8.47,-1.4102912755,,6665,-5.04,-0.3275243292,,3245,-1.17,0.7027267074
,,,,2814,-8.23,0.766203489,,11846,-2.82,-1.2604726255,,,,,,,,,,,,,,3653,-5.48,0.0177954202,,,,,,,,,,5496,-5.82,-0.3358895835,,2394,-6.27,1.3367349234,,,,,,,,,,4730,-8.48,-1.4367456396,,6675,-5.13,-0.5038872069,,3251,-1.02,1.0328068688
,,,,2822,-8.09,0.8733188072,,11892,-3.23,-1.4777150449,,,,,,,,,,,,,,3657,-5.39,0.1952467077,,,,,,,,,,5576,-5.73,-0.1340568219,,2397,-6.33,1.1606458929,,,,,,,,,,4740,-8.69,-1.9922872869,,6684,-4.71,0.3191395557,,3256,-1.34,0.3286358578
,,,,2830,-8.18,0.8044589597,,11938,-3.71,-1.7320476335,,,,,,,,,,,,,,3660,-5.58,-0.1793726771,,,,,,,,,,5676,-6,-0.7395551068,,2400,-6.4,0.9552086908,,,,,,,,,,4750,-8.42,-1.2780194547,,6694,-4.69,0.3583313063,,3262,-1.38,0.2406144815
,,,,2838,-8.07,0.8886209955,,11984,-3.45,-1.594284148,,,,,,,,,,,,,,3664,-5.5,-0.0216381993,,,,,,,,,,5776,-5.89,-0.4928706204,,2403,-6.41,0.9258605191,,,,,,,,,,4760,-8.23,-0.7753865357,,6703,-4.89,-0.0335861997,,3267,-1.04,0.9887961806
,,,,2845,-8.06,0.8962720896,,12029,-2.74,-1.2180838607,,,,,,,,,,,,,,3667,-5.53,-0.0807886285,,,,,,,,,,5976,-5.64,0.0677759397,,2405,-6.36,1.0726013777,,,,,,,,,,4770,-8.37,-1.1457476339,,6711,-5.15,-0.5430789575,,3272,-1.28,0.4606679224
,,,,2853,-8.07,0.8886209955,,12075,-1.45,-0.5345650288,,,,,,,,,,,,,,3671,-5.49,-0.0019213896,,,,,,,,,,6100,-5.7,-0.0667792347,,2408,-6.34,1.1312977212,,,,,,,,,,4780,-8.52,-1.5425630962,,6719,-4.99,-0.2295449527,,3278,-1.15,0.7467373956
,,,,2861,-8.09,0.8733188072,,12121,-0.75,-0.1636633371,,,,,,,,,,,,,,3675,-5.65,-0.3173903452,,,,,,,,,,6200,-5.9,-0.5152964828,,2411,-6.39,0.9845568625,,,,,,,,,,4790,-8.66,-1.9129241944,,6726,-4.85,0.0447973015,,3283,-0.8,1.5169244388
,,,,2869,-8.03,0.9192253721,,12166,-0.62,-0.0947815944,,,,,,,,,,,,,,3678,-5.48,0.0177954202,,,,,,,,,,6300,-6.09,-0.9413878684,,2414,-6.45,0.8084678321,,,,,,,,,,4800,-8.13,-0.5108428941,,6734,-4.93,-0.1119697009,,3288,-0.88,1.3408816861
,,,,2877,-8.04,0.911574278,,12212,-0.66,-0.1159759767,,,,,,,,,,,,,,3682,-5.55,-0.1202222479,,,,,,,,,,6400,-5.72,-0.1116309595,,2417,-6.47,0.7497714887,,,,,,,,,,4810,-8.22,-0.7489321715,,6742,-5.37,-0.9741882142,,3293,-1,1.076817557
,,,,2885,-8.09,0.8733188072,,12258,-0.81,-0.1954549107,,,,,,,,,,,,,,3686,-5.45,0.0769458493,,,,,,,,,,6500,-5.58,0.2023311141,,2420,-6.44,0.8378160039,,,,,,,,,,4820,-8.18,-0.6431147149,,6749,-4.88,-0.0139903244,,3298,-1.23,0.5706946429
,,,,2893,-8.03,0.9192253721,,12349,-0.86,-0.2219478887,,,,,,,,,,,,,,3689,-5.5,-0.0216381993,,,,,,,,,,6600,-5.57,0.2247569765,,2423,-6.42,0.8965123473,,,,,,,,,,4830,-8.53,-1.5690174604,,6757,-5.03,-0.3079284539,,3303,-0.92,1.2528603097
,,,,2901,-8.19,0.7968078656,,12441,-1.23,-0.4179959257,,,,,,,,,,,,,,3693,-5.16,0.6487333314,,,,,,,,,,6700,-5.55,0.2696087013,,2426,-6.44,0.8378160039,,,,,,,,,,4840,-8.14,-0.5372972582,,6765,-5.29,-0.8174212118,,3309,-0.68,1.7809885679
,,,,2909,-8.1,0.865667713,,12532,-1.47,-0.54516222,,,,,,,,,,,,,,3696,-5.16,0.6487333314,,,,,,,,,,6800,-5.74,-0.1564826843,,2429,-6.46,0.7791196604,,,,,,,,,,4850,-8.39,-1.1986563622,,6772,-5.05,-0.3471202045,,3316,-1.9,-0.9036634114
,,,,2917,-8.12,0.8503655247,,12614,-1.51,-0.5663566024,,,,,,,,,,,,,,3700,-5.39,0.1952467077,,,,,,,,,,6900,-5.31,0.807829399,,2432,-6.49,0.6910751452,,,,,,,,,,4860,-8.17,-0.6166603507,,6780,-4.86,0.0252014262,,3322,-0.91,1.2748656538
,,,,2925,-8.13,0.8427144305,,12729,-1.53,-0.5769537936,,,,,,,,,,,,,,3704,-5.43,0.1163794688,,,,,,,,,,7000,-5.98,-0.694703382,,2435,-6.52,0.60303063,,,,,,,,,,4870,-8.15,-0.5637516224,,6788,-3.93,1.8476178291,,3327,-1.09,0.8787694601
,,,,2933,-8.19,0.7968078656,,12820,-1.48,-0.5504608156,,,,,,,,,,,,,,3707,-5.5,-0.0216381993,,,,,,,,,,7100,-6.01,-0.7619809692,,2438,-6.49,0.6910751452,,,,,,,,,,4880,-8.5,-1.4896543679,,6795,-4.43,0.8678240641,,3332,-1.12,0.8127534279
,,,,2941,-8.18,0.8044589597,,12912,-1.65,-0.6405369408,,,,,,,,,,,,,,3711,-5.49,-0.0019213896,,,,,,,,,,7200,-6.02,-0.7844068316,,2441,-6.44,0.8378160039,,,,,,,,,,4890,-8.6,-1.7541980095,,6803,-4.65,0.4367148075,,3336,-1,1.076817557
,,,,2949,-8.07,0.8886209955,,13003,-1.83,-0.7359116615,,,,,,,,,,,,,,3714,-5.34,0.2938307563,,,,,,,,,,7320,-6.32,-1.4571827037,,2444,-6.42,0.8965123473,,,,,,,,,,4900,-8.71,-2.0451960152,,6811,-4.78,0.1819684286,,3340,-1.12,0.8127534279
,,,,2957,-8.02,0.9268764663,,13094,-2.02,-0.8365849778,,,,,,,,,,,,,,3718,-5.37,0.2346803271,,,,,,,,,,7540,-6.45,-1.7487189149,,2447,-6.47,0.7497714887,,,,,,,,,,4910,-8.78,-2.2303765643,,6818,-4.97,-0.1903532021,,3346,-1.13,0.7907480838
,,,,2965,-8.14,0.8350633364,,13197,-1.54,-0.5822523892,,,,,,,,,,,,,,3722,-5.19,0.5895829022,,,,,,,,,,7630,-6.58,-2.0402551262,,2450,-6.51,0.6323788017,,,,,,,,,,4920,-8.58,-1.7012892812,,6826,-5.03,-0.3079284539,,3350,-1.23,0.5706946429
,,,,2972,-8.11,0.8580166189,,13277,-0.84,-0.2113506975,,,,,,,,,,,,,,3725,-5.42,0.1360962785,,,,,,,,,,7720,-6.01,-0.7619809692,,2453,-6.38,1.0139050343,,,,,,,,,,,,,,6834,-5.1,-0.445099581,,3354,-0.85,1.4068977184
,,,,2980,-8.09,0.8733188072,,13380,-0.27,0.0906692515,,,,,,,,,,,,,,3729,-5.51,-0.041355009,,,,,,,,,,7910,-6.26,-1.3226275293,,2456,-6.31,1.2193422364,,,,,,,,,,,,,,6841,-5.13,-0.5038872069,,3359,-0.75,1.6269511593
,,,,2988,-8.01,0.9345275604,,13460,-0.31,0.0694748691,,,,,,,,,,,,,,3732,-5.31,0.3529811855,,,,,,,,,,8010,-6.12,-1.0086654556,,2459,-6.34,1.1312977212,,,,,,,,,,,,,,6849,-5.3,-0.8370170871,,3365,-0.82,1.4729137506
,,,,2996,-7.96,0.9727830312,,13563,-0.55,-0.0576914252,,,,,,,,,,,,,,3736,-5.45,0.0769458493,,,,,,,,,,8100,-5.54,0.2920345637,,2462,-6.34,1.1312977212,,,,,,,,,,,,,,6856,-5.32,-0.8762088377,,3370,-0.49,2.1990901057
,,,,3004,-8.03,0.9192253721,,13597,-0.88,-0.2325450799,,,,,,,,,,,,,,3740,-5.46,0.0572290396,,,,,,,,,,8175,-6.16,-1.0983689053,,2465,-6.3,1.2486904081,,,,,,,,,,,,,,6864,-4.17,1.3773168219,,3375,-0.66,1.8249992561
,,,,3012,-8.11,0.8580166189,,13643,-1.08,-0.3385169918,,,,,,,,,,,,,,3743,-5.49,-0.0019213896,,,,,,,,,,8230,-6.08,-0.918962006,,2468,-6.34,1.1312977212,,,,,,,,,,,,,,6872,-5.03,-0.3079284539,,3381,-0.81,1.4949190947
,,,,3020,-8.01,0.9345275604,,13689,-1.49,-0.5557594112,,,,,,,,,,,,,,3747,-5.37,0.2346803271,,,,,,,,,,8270,-5.86,-0.4255930332,,2471,-6.38,1.0139050343,,,,,,,,,,,,,,6879,-4.84,0.0643931768,,3387,-0.77,1.5829404711
,,,,3028,-8.05,0.9039231838,,13746,-1.66,-0.6458355363,,,,,,,,,,,,,,3750,-5.46,0.0572290396,,,,,,,,,,8305,-5.96,-0.6498516572,,2474,-6.31,1.2193422364,,,,,,,,,,,,,,6887,-4.7,0.338735431,,3391,-0.8,1.5169244388
,,,,3036,-8.01,0.9345275604,,13757,-1.86,-0.7518074483,,,,,,,,,,,,,,3754,-5.41,0.1558130882,,,,,,,,,,8320,-5.97,-0.6722775196,,2477,-6.2,1.5421721255,,,,,,,,,,,,,,6895,-5.19,-0.6214624587,,3397,-0.92,1.2528603097
,,,,3044,-8.05,0.9039231838,,13780,-1.66,-0.6458355363,,,,,,,,,,,,,,3758,-5.55,-0.1202222479,,,,,,,,,,8340,-5.98,-0.694703382,,2480,-6.15,1.6889129842,,,,,,,,,,,,,,6902,-5.4,-1.0329758401,,3402,-1.03,1.0108015247
,,,,3052,-7.96,0.9727830312,,13803,-1.7,-0.6670299187,,,,,,,,,,,,,,3761,-5.53,-0.0807886285,,,,,,,,,,8340,-6.36,-1.5468861533,,2483,-6.18,1.600868469,,,,,,,,,,,,,,6910,-5.54,-1.3073180943,,3408,-0.93,1.2308549656
,,,,3060,-7.83,1.0722472553,,13814,-1.82,-0.7306130659,,,,,,,,,,,,,,3765,-5.4,0.175529898,,,,,,,,,,8355,-6.12,-1.0086654556,,2486,-6.22,1.483475782,,,,,,,,,,,,,,6918,-5.44,-1.1113593413,,3412,-1.01,1.0548122129
